stratifications,stratifying_by,n_unsuppressed_estimates,estimate_range,ethnicity,race,sex,education,poverty,FMD_prev_2001,FMD_prev_2001_rank,FMD_prev_2019,FMD_prev_2019_rank,FMD_prev_change_2001_2019,FMD_prev_annual_change,FMD_prev_annual_change_rank,FMD_ineq_abs_2001,FMD_ineq_abs_2001_rank,FMD_ineq_abs_2019,FMD_ineq_abs_2019_rank,FMD_ineq_abs_change_2001_2019,FMD_ineq_abs_annual_change,FMD_ineq_abs_annual_change_rank,FMD_ineq_mult_2001,FMD_ineq_mult_2001_rank,FMD_ineq_mult_2019,FMD_ineq_mult_2019_rank,FMD_ineq_mult_change_2001_2019,FMD_ineq_mult_annual_change,FMD_ineq_mult_annual_change_rank
3,"Ethnicity, Education, Poverty Status",18,2001-2019,Non-Hispanic,All,All,>=HS,Not In Poverty,7.1 (95% CI: 5.3 to 9.22),1,11.1 (95% CI: 9.33 to 12.8),1,4,0.178,6,-1.94 (95% CI: -3.81 to 0),1,-1.52 (95% CI: -3.29 to 0),100,0.423,-0.0382,6,-21.4 (95% CI: -41.5 to 0),1,-12 (95% CI: -26.2 to 0),1,9.43,-0.144,7
3,"Ethnicity, Education, Poverty Status",11,2005-2019,Hispanic,All,All,<HS,In Poverty,NA,NA,15.1 (95% CI: 7.77 to 24.8),2,NA,-0.201,2,NA,NA,2.45 (95% CI: -4.93 to 12.2),200,NA,-0.574,2,NA,NA,19.4 (95% CI: -38.8 to 97.1),2,NA,-7.31,2
3,"Ethnicity, Education, Poverty Status",18,2001-2019,Hispanic,All,All,>=HS,Not In Poverty,15.1 (95% CI: 8.53 to 24.9),2,16.8 (95% CI: 11.8 to 23.1),3,1.72,0.196,7,6.08 (95% CI: -0.335 to 15.7),2,4.22 (95% CI: -0.865 to 10.4),300,-1.86,-0.0202,7,67.3 (95% CI: -3.71 to 174),2,33.5 (95% CI: -6.89 to 81.8),3,-33.8,-1.03,6
3,"Ethnicity, Education, Poverty Status",18,2001-2019,Non-Hispanic,All,All,<HS,Not In Poverty,17.4 (95% CI: 8.85 to 29.2),3,18.2 (95% CI: 10.9 to 25.4),4,0.823,-0.0816,3,8.34 (95% CI: -0.138 to 20.2),3,5.58 (95% CI: -1.67 to 12.8),400,-2.75,-0.298,3,92.2 (95% CI: -1.5 to 223),3,44.3 (95% CI: -13 to 102),4,-48,-4.41,3
3,"Ethnicity, Education, Poverty Status",12,2008-2019,Hispanic,All,All,>=HS,In Poverty,NA,NA,18.9 (95% CI: 11.2 to 29.6),5,NA,0.528,8,NA,NA,6.3 (95% CI: -1.28 to 17),500,NA,0.178,8,NA,NA,50 (95% CI: -10.2 to 136),5,NA,0.0416,8
3,"Ethnicity, Education, Poverty Status",18,2001-2019,Non-Hispanic,All,All,>=HS,In Poverty,18.3 (95% CI: 11.6 to 24.2),4,19.9 (95% CI: 13.9 to 29.1),6,1.58,0.146,5,9.26 (95% CI: 2.48 to 15.2),4,7.26 (95% CI: 1.27 to 16.5),600,-2,-0.0702,4,102 (95% CI: 27.8 to 170),4,57.5 (95% CI: 9.96 to 131),6,-44.9,-2.17,5
3,"Ethnicity, Education, Poverty Status",17,2001-2019,Non-Hispanic,All,All,<HS,In Poverty,25.6 (95% CI: 15.2 to 37.2),5,27.7 (95% CI: 18.4 to 36.4),7,2.11,0.12,4,16.6 (95% CI: 6.24 to 28.1),5,15.1 (95% CI: 5.72 to 23.7),700,-1.47,-0.06,5,184 (95% CI: 68.2 to 308),5,120 (95% CI: 45.8 to 189),7,-63.7,-3.56,4
3,"Ethnicity, Education, Poverty Status",6,2011-2017,Hispanic,All,All,<HS,Not In Poverty,NA,NA,NA,NA,NA,-1.92,1,NA,NA,NA,NA,NA,-2.15,1,NA,NA,NA,NA,NA,-22,1
3,"Ethnicity, Sex, Education",18,2001-2019,Non-Hispanic,All,Male,>=HS,All,7.37 (95% CI: 5.38 to 9.27),1,10.1 (95% CI: 8.18 to 12.1),1,2.69,0.141,3,-0.415 (95% CI: -2.42 to 1.52),1,-1.74 (95% CI: -3.63 to 0),100,-1.33,-0.0928,4,-5.27 (95% CI: -31.1 to 20.1),1,-14.8 (95% CI: -30.8 to 0),1,-9.49,-0.746,8
3,"Ethnicity, Sex, Education",10,2010-2019,Hispanic,All,Male,<HS,All,NA,NA,12.3 (95% CI: 6.99 to 19.9),2,NA,0.241,6,NA,NA,0.449 (95% CI: -4.77 to 8.22),200,NA,-0.123,3,NA,NA,3.82 (95% CI: -40.5 to 70.6),2,NA,-1.61,5
3,"Ethnicity, Sex, Education",13,2003-2019,Hispanic,All,Male,>=HS,All,NA,NA,14.5 (95% CI: 10.7 to 19.9),3,NA,0.302,7,NA,NA,2.66 (95% CI: -1.2 to 8.08),300,NA,-0.0238,6,NA,NA,22.6 (95% CI: -10.2 to 67.7),3,NA,-1.23,6
3,"Ethnicity, Sex, Education",18,2001-2019,Non-Hispanic,All,Female,>=HS,All,10 (95% CI: 7.61 to 12.2),2,15 (95% CI: 12.2 to 17.2),4,4.94,0.228,5,2.23 (95% CI: -0.266 to 4.49),2,3.15 (95% CI: 0.301 to 5.52),400,0.923,-0.00574,7,28.7 (95% CI: -3.35 to 59.1),2,26.7 (95% CI: 2.54 to 47.4),4,-1.99,-0.868,7
3,"Ethnicity, Sex, Education",18,2001-2019,Non-Hispanic,All,Male,<HS,All,20.3 (95% CI: 12.3 to 34.2),4,19.2 (95% CI: 12.6 to 25.5),5,-1.03,-0.163,1,12.5 (95% CI: 4.55 to 26.3),4,7.44 (95% CI: 0.818 to 13.7),500,-5.05,-0.396,1,161 (95% CI: 56.1 to 343),4,63.1 (95% CI: 6.77 to 117),5,-97.5,-6.93,1
3,"Ethnicity, Sex, Education",18,2001-2019,Hispanic,All,Female,>=HS,All,22 (95% CI: 11.4 to 34.9),5,21.7 (95% CI: 14.5 to 31.6),6,-0.285,0.174,4,14.2 (95% CI: 3.54 to 27),5,9.93 (95% CI: 2.63 to 19.6),600,-4.3,-0.0595,5,183 (95% CI: 44.7 to 350),5,84.1 (95% CI: 22.2 to 165),6,-98.8,-3.29,3
3,"Ethnicity, Sex, Education",17,2001-2019,Non-Hispanic,All,Female,<HS,All,19.6 (95% CI: 10 to 30.6),3,27 (95% CI: 18 to 35.4),7,7.44,0.361,8,11.8 (95% CI: 2.11 to 22.9),3,15.2 (95% CI: 6.2 to 23.6),700,3.42,0.161,8,152 (95% CI: 27.3 to 289),3,129 (95% CI: 51.9 to 200),7,-22.8,-1.76,4
3,"Ethnicity, Sex, Education",9,2010-2018,Hispanic,All,Female,<HS,All,NA,NA,NA,NA,NA,-0.0365,2,NA,NA,NA,NA,NA,-0.295,2,NA,NA,NA,NA,NA,-6.54,2
3,"Ethnicity, Sex, Poverty Status",18,2001-2019,Non-Hispanic,All,Male,All,Not In Poverty,6.33 (95% CI: 4.41 to 7.96),1,9.52 (95% CI: 7.45 to 11.5),1,3.18,0.13,4,-1.25 (95% CI: -3.23 to 0.169),1,-1.7 (95% CI: -3.86 to 0),100,-0.446,-0.0843,5,-16.5 (95% CI: -41.9 to 2.25),1,-15.1 (95% CI: -34.2 to 0),1,1.34,-0.69,8
3,"Ethnicity, Sex, Poverty Status",12,2008-2019,Hispanic,All,Male,All,In Poverty,NA,NA,12.3 (95% CI: 6.78 to 18.1),2,NA,-0.0477,1,NA,NA,1.08 (95% CI: -4.34 to 6.84),200,NA,-0.386,1,NA,NA,9.69 (95% CI: -38 to 60.1),2,NA,-5.59,1
3,"Ethnicity, Sex, Poverty Status",18,2001-2019,Non-Hispanic,All,Female,All,Not In Poverty,9.41 (95% CI: 6.97 to 11.6),2,13.4 (95% CI: 10.8 to 15.6),3,4.03,0.181,6,1.82 (95% CI: -0.592 to 4.12),2,2.23 (95% CI: -0.491 to 4.53),300,0.407,-0.0334,6,24.1 (95% CI: -7.69 to 55.7),2,19.9 (95% CI: -4.41 to 41.3),3,-4.18,-1.01,7
3,"Ethnicity, Sex, Poverty Status",9,2011-2019,Hispanic,All,Male,All,Not In Poverty,NA,NA,14.9 (95% CI: 9.08 to 21.4),4,NA,0.144,5,NA,NA,3.7 (95% CI: -2.22 to 10.1),400,NA,-0.166,3,NA,NA,33 (95% CI: -19.7 to 90.2),4,NA,-3.07,4
3,"Ethnicity, Sex, Poverty Status",18,2001-2019,Non-Hispanic,All,Male,All,In Poverty,20.7 (95% CI: 12 to 31.4),5,17.3 (95% CI: 11.1 to 27.2),5,-3.43,-0.0235,2,13.1 (95% CI: 4.26 to 23.7),5,6.1 (95% CI: -0.073 to 16),500,-7.05,-0.238,2,174 (95% CI: 56.5 to 312),5,54.4 (95% CI: -0.646 to 145),5,-119,-4.69,2
3,"Ethnicity, Sex, Poverty Status",17,2001-2019,Hispanic,All,Female,All,Not In Poverty,16.6 (95% CI: 9.72 to 28.3),3,17.9 (95% CI: 12.9 to 25),6,1.37,0.13,3,8.97 (95% CI: 1.9 to 20.8),3,6.72 (95% CI: 1.59 to 13.7),600,-2.25,-0.0986,4,118 (95% CI: 25.1 to 270),3,60 (95% CI: 14.2 to 123),6,-58.4,-3.12,3
3,"Ethnicity, Sex, Poverty Status",12,2005-2019,Hispanic,All,Female,All,In Poverty,NA,NA,23.1 (95% CI: 14 to 37.9),7,NA,0.523,8,NA,NA,11.9 (95% CI: 2.7 to 26.5),700,NA,0.181,8,NA,NA,106 (95% CI: 23.8 to 236),7,NA,-2.42,6
3,"Ethnicity, Sex, Poverty Status",18,2001-2019,Non-Hispanic,All,Female,All,In Poverty,18.1 (95% CI: 10.7 to 24.7),4,24.1 (95% CI: 17 to 32.6),8,6.05,0.235,7,10.5 (95% CI: 3.17 to 17.3),4,12.9 (95% CI: 5.73 to 21.4),800,2.42,0.0199,7,138 (95% CI: 41.5 to 229),4,115 (95% CI: 50.6 to 193),8,-23.2,-3.02,5
3,"Race, Education, Poverty Status",18,2001-2019,All,Asian,All,>=HS,Not In Poverty,4.4 (95% CI: 2.92 to 6.04),1,9.61 (95% CI: 8.23 to 11.1),1,5.21,0.22,5,-4.79 (95% CI: -6.27 to -3.12),1,-2.9 (95% CI: -4.31 to -1.45),100,1.89,0.0116,5,-52.1 (95% CI: -67.8 to -34.2),1,-23.2 (95% CI: -34.3 to -11.5),1,28.9,0.64,12
3,"Race, Education, Poverty Status",18,2001-2019,All,White,All,>=HS,Not In Poverty,9.19 (95% CI: 8.83 to 9.56),3,12.5 (95% CI: 12.2 to 12.8),2,3.32,0.208,4,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),200,0,0,4,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),2,0,0,9
3,"Race, Education, Poverty Status",14,2001-2019,All,Asian,All,>=HS,In Poverty,16.2 (95% CI: 7.24 to 26.3),6,14.1 (95% CI: 10.1 to 18.7),3,-2.11,0.327,10,6.97 (95% CI: -2.12 to 16.9),6,1.55 (95% CI: -2.59 to 6.04),300,-5.43,0.0396,8,76 (95% CI: -23.4 to 182),6,12.4 (95% CI: -20.2 to 48.7),3,-63.6,0.126,10
3,"Race, Education, Poverty Status",18,2001-2019,All,NHPI,All,>=HS,Not In Poverty,7.06 (95% CI: 4 to 11.1),2,14.7 (95% CI: 10.8 to 19.1),4,7.63,0.338,11,-2.12 (95% CI: -5.27 to 1.98),2,2.18 (95% CI: -1.77 to 6.64),400,4.31,0.13,12,-23 (95% CI: -56.3 to 21.9),2,17.5 (95% CI: -14 to 53.9),4,40.5,1.01,13
3,"Race, Education, Poverty Status",18,2001-2019,All,NAAN,All,>=HS,Not In Poverty,14.1 (95% CI: 10.9 to 17.6),4,17.6 (95% CI: 14.8 to 20.5),5,3.41,0.221,6,4.96 (95% CI: 1.72 to 8.45),4,5.04 (95% CI: 2.29 to 8.02),500,0.0868,0.0131,6,54 (95% CI: 18.9 to 92.2),4,40.4 (95% CI: 18.3 to 64.5),5,-13.7,-0.792,6
3,"Race, Education, Poverty Status",4,2010-2019,All,Asian,All,<HS,In Poverty,NA,NA,17.9 (95% CI: 7.8 to 30.7),6,NA,-1.62,1,NA,NA,5.35 (95% CI: -4.61 to 18.1),600,NA,-2.09,1,NA,NA,42.8 (95% CI: -37.2 to 144),6,NA,-25.6,1
3,"Race, Education, Poverty Status",16,2004-2019,All,NAAN,All,<HS,Not In Poverty,NA,NA,18.4 (95% CI: 12.2 to 26.3),7,NA,0.263,8,NA,NA,5.91 (95% CI: -0.462 to 14),700,NA,0.0155,7,NA,NA,47.3 (95% CI: -3.64 to 112),7,NA,-1.16,5
3,"Race, Education, Poverty Status",18,2001-2019,All,White,All,<HS,Not In Poverty,15.1 (95% CI: 13.7 to 16.8),5,20.4 (95% CI: 18.3 to 22.6),8,5.22,0.291,9,5.96 (95% CI: 4.49 to 7.66),5,7.86 (95% CI: 5.69 to 10),800,1.9,0.0825,10,65 (95% CI: 48 to 84),5,62.9 (95% CI: 45.3 to 79.6),8,-2.06,-0.552,7
3,"Race, Education, Poverty Status",17,2001-2019,All,NAAN,All,<HS,In Poverty,19.1 (95% CI: 10.7 to 28.9),9,20.9 (95% CI: 14.7 to 28),9,1.77,0.349,12,9.94 (95% CI: 1.31 to 19.5),9,8.39 (95% CI: 2.2 to 15.5),900,-1.55,0.125,11,108 (95% CI: 14.3 to 213),9,67.1 (95% CI: 17.7 to 126),9,-41.2,-0.245,8
3,"Race, Education, Poverty Status",18,2001-2019,All,NAAN,All,>=HS,In Poverty,29.3 (95% CI: 20.2 to 40),10,21.5 (95% CI: 17.7 to 25.9),10,-7.79,-0.376,3,20.1 (95% CI: 11 to 30.7),10,9.01 (95% CI: 5.09 to 13.4),1000,-11.1,-0.584,3,219 (95% CI: 119 to 330),10,72 (95% CI: 40.8 to 107),10,-147,-8.18,3
3,"Race, Education, Poverty Status",18,2001-2019,All,White,All,<HS,In Poverty,17.2 (95% CI: 14.6 to 19.8),7,23.2 (95% CI: 21 to 25.3),11,5.97,0.255,7,8.03 (95% CI: 5.4 to 10.7),7,10.7 (95% CI: 8.49 to 12.8),1100,2.65,0.047,9,87.5 (95% CI: 58.1 to 115),7,85.4 (95% CI: 67.7 to 103),11,-2.03,-1.49,4
3,"Race, Education, Poverty Status",18,2001-2019,All,White,All,>=HS,In Poverty,19.1 (95% CI: 17.5 to 21),8,27.4 (95% CI: 26 to 28.8),12,8.31,0.475,13,9.94 (95% CI: 8.22 to 11.8),8,14.9 (95% CI: 13.5 to 16.4),1200,4.99,0.266,13,108 (95% CI: 88.3 to 130),8,119 (95% CI: 107 to 131),12,11.1,0.187,11
3,"Race, Education, Poverty Status",0,NA,All,NHPI,All,<HS,In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Race, Education, Poverty Status",0,NA,All,NHPI,All,<HS,Not In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Race, Education, Poverty Status",1,2016-2016,All,Asian,All,<HS,Not In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Race, Education, Poverty Status",9,2010-2018,All,NHPI,All,>=HS,In Poverty,NA,NA,NA,NA,NA,-1.52,2,NA,NA,NA,NA,NA,-1.85,2,NA,NA,NA,NA,NA,-22.2,2
3,"Race, Ethnicity, Education",18,2001-2019,Non-Hispanic,Asian,All,>=HS,All,5.9 (95% CI: 4 to 8),1,10.3 (95% CI: 8.84 to 11.8),1,4.44,0.214,8,-3.84 (95% CI: -5.72 to -1.7),1,-3.94 (95% CI: -5.55 to -2.36),100,-0.103,-0.0566,9,-39.4 (95% CI: -58.7 to -17.6),1,-27.6 (95% CI: -38.6 to -16.6),1,11.8,0.184,10
3,"Race, Ethnicity, Education",11,2005-2019,Hispanic,NAAN,All,<HS,All,NA,NA,10.8 (95% CI: 5.82 to 16.9),2,NA,-0.232,3,NA,NA,-3.46 (95% CI: -8.3 to 2.89),200,NA,-0.65,3,NA,NA,-24.2 (95% CI: -58.6 to 20.3),2,NA,-5.52,3
3,"Race, Ethnicity, Education",18,2001-2019,Hispanic,White,All,<HS,All,10.3 (95% CI: 7.87 to 12.9),4,11.4 (95% CI: 9.29 to 13.5),3,1.13,-0.019,4,0.563 (95% CI: -1.96 to 3.21),4,-2.85 (95% CI: -5.07 to -0.751),300,-3.41,-0.29,4,5.81 (95% CI: -20.3 to 33.7),4,-19.9 (95% CI: -35.2 to -5.24),3,-25.7,-2.45,6
3,"Race, Ethnicity, Education",18,2001-2019,Hispanic,White,All,>=HS,All,12.3 (95% CI: 9.34 to 15.6),5,13.8 (95% CI: 12.5 to 15.1),4,1.51,0.157,7,2.51 (95% CI: -0.297 to 5.78),5,-0.517 (95% CI: -1.9 to 0.85),400,-3.03,-0.114,7,25.9 (95% CI: -3.1 to 58.7),5,-3.61 (95% CI: -13.2 to 6.06),4,-29.5,-1.08,8
3,"Race, Ethnicity, Education",18,2001-2019,Non-Hispanic,NHPI,All,>=HS,All,6.03 (95% CI: 3.41 to 8.96),2,14.2 (95% CI: 11 to 17.8),5,8.15,0.358,11,-3.71 (95% CI: -6.36 to -0.63),2,-0.0932 (95% CI: -3.3 to 3.55),500,3.61,0.0868,12,-38 (95% CI: -64.9 to -6.61),2,-0.648 (95% CI: -23.2 to 24.9),5,37.4,0.906,13
3,"Race, Ethnicity, Education",18,2001-2019,Non-Hispanic,White,All,>=HS,All,9.74 (95% CI: 9.44 to 10),3,14.3 (95% CI: 14 to 14.6),6,4.54,0.271,10,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),600,0,0,11,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),6,0,0,9
3,"Race, Ethnicity, Education",4,2015-2019,Hispanic,Asian,All,>=HS,All,NA,NA,14.3 (95% CI: 7.91 to 22.9),7,NA,-1.78,1,NA,NA,0.00955 (95% CI: -6.35 to 8.73),700,NA,-2.53,1,NA,NA,0.0721 (95% CI: -44.5 to 61.3),7,NA,-24.2,1
3,"Race, Ethnicity, Education",7,2008-2019,Non-Hispanic,Asian,All,<HS,All,NA,NA,14.6 (95% CI: 7.58 to 22.8),8,NA,0.48,12,NA,NA,0.352 (95% CI: -6.78 to 8.3),800,NA,-0.0632,8,NA,NA,2.48 (95% CI: -47.1 to 57.9),8,NA,0.451,12
3,"Race, Ethnicity, Education",17,2001-2019,Hispanic,NAAN,All,>=HS,All,22.2 (95% CI: 13.5 to 33),8,16.4 (95% CI: 13.1 to 20.9),9,-5.86,0.0377,5,12.5 (95% CI: 3.77 to 23.2),8,2.09 (95% CI: -1.08 to 6.65),900,-10.4,-0.258,5,128 (95% CI: 38.8 to 239),8,14.7 (95% CI: -7.62 to 46.5),9,-114,-3.14,5
3,"Race, Ethnicity, Education",18,2001-2019,Non-Hispanic,NAAN,All,>=HS,All,15.4 (95% CI: 12.6 to 18.3),6,20 (95% CI: 17.5 to 22.7),10,4.57,0.247,9,5.65 (95% CI: 2.8 to 8.63),6,5.68 (95% CI: 3.02 to 8.44),1000,0.0309,-0.0235,10,58 (95% CI: 28.8 to 89.2),6,39.8 (95% CI: 20.9 to 59.6),10,-18.2,-1.36,7
3,"Race, Ethnicity, Education",18,2001-2019,Non-Hispanic,NAAN,All,<HS,All,26.6 (95% CI: 17.6 to 37.2),9,29.2 (95% CI: 23 to 35.9),11,2.59,0.0451,6,16.8 (95% CI: 7.81 to 27.6),9,14.9 (95% CI: 8.86 to 21.6),1100,-1.95,-0.226,6,173 (95% CI: 79.5 to 288),9,104 (95% CI: 62.2 to 152),11,-68.6,-5.26,4
3,"Race, Ethnicity, Education",18,2001-2019,Non-Hispanic,White,All,<HS,All,18.8 (95% CI: 17.3 to 20.2),7,29.2 (95% CI: 27.3 to 31.1),12,10.4,0.588,13,9.06 (95% CI: 7.65 to 10.6),7,14.9 (95% CI: 13 to 16.9),1200,5.85,0.317,13,93 (95% CI: 77.9 to 109),7,104 (95% CI: 90.8 to 119),12,11.4,0.346,11
3,"Race, Ethnicity, Education",0,NA,Hispanic,NHPI,All,<HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Race, Ethnicity, Education",0,NA,Hispanic,Asian,All,<HS,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Race, Ethnicity, Education",6,2011-2018,Hispanic,NHPI,All,>=HS,All,NA,NA,NA,NA,NA,-1.12,2,NA,NA,NA,NA,NA,-1.54,2,NA,NA,NA,NA,NA,-14.4,2
3,"Race, Ethnicity, Education",2,2015-2018,Non-Hispanic,NHPI,All,<HS,All,NA,NA,NA,NA,NA,1.96,14,NA,NA,NA,NA,NA,1.29,14,NA,NA,NA,NA,NA,9.13,14
3,"Race, Ethnicity, Poverty Status",18,2001-2019,Non-Hispanic,Asian,All,All,Not In Poverty,4.65 (95% CI: 3.02 to 6.42),1,9.51 (95% CI: 8.02 to 11),1,4.86,0.209,11,-4.78 (95% CI: -6.33 to -2.94),1,-3.6 (95% CI: -5.04 to -2.17),100,1.17,-0.0152,11,-50.6 (95% CI: -67.5 to -31.4),1,-27.5 (95% CI: -38.7 to -16.4),1,23.2,0.485,12
3,"Race, Ethnicity, Poverty Status",18,2001-2019,Non-Hispanic,NHPI,All,All,Not In Poverty,6.37 (95% CI: 3.32 to 10.2),2,11.7 (95% CI: 8.13 to 15.9),2,5.28,0.205,10,-3.06 (95% CI: -5.99 to 0.836),2,-1.46 (95% CI: -4.99 to 2.83),200,1.6,-0.0184,10,-32.4 (95% CI: -64 to 8.94),2,-11.1 (95% CI: -38 to 21.4),2,21.3,0.0523,11
3,"Race, Ethnicity, Poverty Status",12,2008-2019,Hispanic,NAAN,All,All,In Poverty,NA,NA,11.7 (95% CI: 7.79 to 16.2),3,NA,-0.523,2,NA,NA,-1.37 (95% CI: -5.39 to 3.09),300,NA,-0.897,2,NA,NA,-10.4 (95% CI: -40.9 to 23.6),3,NA,-9.55,2
3,"Race, Ethnicity, Poverty Status",18,2001-2019,Hispanic,White,All,All,Not In Poverty,11.9 (95% CI: 9.17 to 15.4),5,12 (95% CI: 10.7 to 13.4),4,0.045,0.0756,7,2.5 (95% CI: -0.248 to 5.93),5,-1.13 (95% CI: -2.42 to 0.183),400,-3.64,-0.148,7,26.6 (95% CI: -2.63 to 63.2),5,-8.61 (95% CI: -18.4 to 1.4),4,-35.2,-1.38,7
3,"Race, Ethnicity, Poverty Status",18,2001-2019,Non-Hispanic,White,All,All,Not In Poverty,9.43 (95% CI: 9.14 to 9.7),3,13.1 (95% CI: 12.8 to 13.4),5,3.68,0.224,12,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),500,0,0,12,0 (95% CI: 0 to 0),3,0 (95% CI: 0 to 0),5,0,0,10
3,"Race, Ethnicity, Poverty Status",17,2001-2019,Non-Hispanic,Asian,All,All,In Poverty,13.9 (95% CI: 6.01 to 23.6),7,14.5 (95% CI: 10.5 to 18.8),6,0.621,0.0649,6,4.48 (95% CI: -3.41 to 14.4),7,1.42 (95% CI: -2.64 to 5.73),600,-3.06,-0.178,6,47.6 (95% CI: -36.3 to 155),7,10.8 (95% CI: -20.1 to 43.5),6,-36.7,-2.22,6
3,"Race, Ethnicity, Poverty Status",18,2001-2019,Hispanic,White,All,All,In Poverty,10.9 (95% CI: 8.52 to 13.4),4,14.8 (95% CI: 13.1 to 16.9),7,3.92,0.15,8,1.49 (95% CI: -1.07 to 3.92),4,1.74 (95% CI: 0.00242 to 3.78),700,0.244,-0.0742,8,15.8 (95% CI: -11.1 to 40.9),4,13.3 (95% CI: 0.0181 to 28.8),7,-2.59,-1.13,9
3,"Race, Ethnicity, Poverty Status",1,2019-2019,Hispanic,Asian,All,All,Not In Poverty,NA,NA,16.1 (95% CI: 7.17 to 28.1),8,NA,NA,NA,NA,NA,3 (95% CI: -5.91 to 15),800,NA,NA,NA,NA,NA,22.9 (95% CI: -45.2 to 114),8,NA,NA,NA
3,"Race, Ethnicity, Poverty Status",16,2001-2019,Hispanic,NAAN,All,All,Not In Poverty,15.5 (95% CI: 7.73 to 24),8,17 (95% CI: 13.2 to 22),9,1.53,0.493,13,6.06 (95% CI: -1.63 to 14.8),8,3.91 (95% CI: -0.12 to 8.86),900,-2.15,0.23,13,64.3 (95% CI: -17.5 to 156),8,29.8 (95% CI: -0.912 to 68.2),9,-34.4,1.67,14
3,"Race, Ethnicity, Poverty Status",18,2001-2019,Non-Hispanic,NAAN,All,All,Not In Poverty,13.7 (95% CI: 10.7 to 17.1),6,18 (95% CI: 15 to 21.5),10,4.3,0.19,9,4.28 (95% CI: 1.42 to 7.67),6,4.9 (95% CI: 1.84 to 8.37),1000,0.616,-0.034,9,45.5 (95% CI: 14.7 to 81.4),6,37.4 (95% CI: 14.1 to 63.3),10,-8.05,-1.28,8
3,"Race, Ethnicity, Poverty Status",6,2011-2019,Hispanic,NHPI,All,All,Not In Poverty,NA,NA,20.7 (95% CI: 11 to 34.6),11,NA,-2.67,1,NA,NA,7.61 (95% CI: -2.15 to 21.3),1100,NA,-3,1,NA,NA,58.1 (95% CI: -16.2 to 161),11,NA,-31.8,1
3,"Race, Ethnicity, Poverty Status",10,2007-2019,Non-Hispanic,NHPI,All,All,In Poverty,NA,NA,22.4 (95% CI: 15.6 to 29.9),12,NA,-0.132,3,NA,NA,9.27 (95% CI: 2.65 to 16.5),1200,NA,-0.496,4,NA,NA,70.7 (95% CI: 20.3 to 125),12,NA,-7.28,4
3,"Race, Ethnicity, Poverty Status",18,2001-2019,Non-Hispanic,NAAN,All,All,In Poverty,31.7 (95% CI: 23.8 to 40.4),10,29.1 (95% CI: 24.2 to 34.3),13,-2.55,-0.0181,4,22.3 (95% CI: 14.4 to 31.1),10,16 (95% CI: 11.1 to 21.2),1300,-6.23,-0.242,5,236 (95% CI: 153 to 331),10,122 (95% CI: 85.6 to 161),13,-114,-5.53,5
3,"Race, Ethnicity, Poverty Status",18,2001-2019,Non-Hispanic,White,All,All,In Poverty,22.4 (95% CI: 20.8 to 24.2),9,33.4 (95% CI: 32 to 34.7),14,11,0.625,14,12.9 (95% CI: 11.3 to 14.8),9,20.3 (95% CI: 18.9 to 21.7),1400,7.31,0.401,14,137 (95% CI: 118 to 158),9,155 (95% CI: 143 to 167),14,17.2,0.59,13
3,"Race, Ethnicity, Poverty Status",2,2015-2017,Hispanic,NHPI,All,All,In Poverty,NA,NA,NA,NA,NA,0.00179,5,NA,NA,NA,NA,NA,-0.72,3,NA,NA,NA,NA,NA,-7.47,3
3,"Race, Ethnicity, Poverty Status",0,NA,Hispanic,Asian,All,All,In Poverty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"Race, Ethnicity, Sex",18,2001-2019,Non-Hispanic,Asian,Male,All,All,6.68 (95% CI: 4 to 9.5),2,8.43 (95% CI: 6.79 to 10.1),1,1.75,0.103,4,-1.57 (95% CI: -4.3 to 1.27),2,-4.11 (95% CI: -5.78 to -2.48),100,-2.54,-0.149,4,-19 (95% CI: -51.5 to 15.2),2,-32.7 (95% CI: -45.8 to -20.1),1,-13.8,-0.811,7
3,"Race, Ethnicity, Sex",15,2003-2019,Non-Hispanic,NHPI,Male,All,All,NA,NA,10.1 (95% CI: 7.35 to 13),2,NA,0.315,10,NA,NA,-2.46 (95% CI: -5.27 to 0.568),200,NA,0.021,8,NA,NA,-19.6 (95% CI: -41.7 to 4.56),2,NA,0.925,11
